stk1,stk2,flag,a,b
603989,601919,0,-0.4167578474054706,-0.056266827226329474
603989,995,0,-0.3932136319629817,0.4270299864648247
603989,600583,0,-0.3962474249038885,0.4037761263344703
603989,2168,0,-0.3976870332414196,0.3826408526638006
603989,717,0,-0.40147730683791505,0.29071367373984836
603989,826,0,-0.34715707176588023,1.5264127590008423
603989,639,0,-0.39078172903551256,0.5399714663937384
603989,585,0,-0.4031171385282826,0.2573801823154635
603989,881,0,0,0
603989,620,0,-0.39498868915427465,0.43984684291684684
603989,923,1,-0.38200401510453263,0.7650535763909232
603989,2556,0,-0.39675230939987266,0.4020899053296629
603989,2141,0,-0.40527619864353714,0.20740672049951206
603989,600787,0,-0.39395492320340997,0.4642920508648471
603989,338,0,-0.3986385684689569,0.32427331365958517
603989,600019,0,-0.4012721363385166,0.29656481680528457
603989,2677,0,-0.4064686866835576,0.3275367333768211
603989,603819,0,0,0
603989,601111,0,-0.398967768565537,0.35279326097269065
603989,600697,0,-0.37802170642709104,0.7413845263170639
603989,600350,0,-0.4026112325458472,0.26602062525030523
2431,906,0,-0.25173626147606376,1.470758188856354
2431,601636,1,-0.3708430861469,0.36538028623556673
2431,603300,0,-0.28658602799700894,1.1416652812240962
2431,2597,0,-0.29229092179678207,1.1087957805577164
2431,877,0,-0.310822202256648,0.9159315812022286
2431,600569,0,-0.36770325352857636,0.36660810455945353
2431,2636,1,-0.2918515355868627,1.6895382726333823
2431,600520,0,-0.1835609740968257,2.162083167534388
2431,300344,0,-0.2759952167502214,1.3020617484915142
2431,300323,0,-0.3283727687447579,0.9206623368993346
2431,2307,0,-0.2864898589626322,1.1258344526516837
2431,550,0,-0.08335755101669903,3.056885763903594
2431,910,0,-0.2653874048247758,1.313210760184642
2431,659,1,-0.3566179846028026,0.6223556118277328
2431,517,1,-0.35102747138511203,0.5463529896614987
2431,2391,1,-0.23332782329342575,1.6501497556812663
2431,600197,1,-0.2947912726542011,1.0650051747475453
2431,2461,0,-0.22817711802318302,1.6500395489403648
2431,858,1,-0.18651770931123832,2.3162012870841573
2431,601233,0,-0.24339838026812669,1.5021166810143842
2431,603789,0,-0.028646742147204377,3.535796650297288
2431,600209,0,-0.28623850463344513,1.1546112679807523
2431,55,0,-0.28393824475036467,1.228744889157204
2431,651,1,-0.19424228677473546,1.8399707347762626
2431,600817,0,-0.19263450864259407,1.8942242230793047
2431,837,1,-0.2598827669390538,1.3580040943202039
2431,600537,0,-0.33345763051444105,0.7631195458076948
2431,498,1,-0.3291991473772689,0.7544918254539632
2431,709,1,-0.3776193070081869,0.36676981571147915
2431,300306,1,-0.17463367575094477,2.2067906292540354
2431,600231,1,-0.37703019939065796,0.30567573256583014
2431,603528,0,0,0
2431,2329,1,-0.2739848072170541,1.4080033226570925
2431,2198,0,-0.29029320966089556,1.1258293903667362
2431,601800,0,-0.24990740741956805,1.5078692207044186
2431,600779,0,-0.2938618488071184,1.0710199946869527
2431,601225,0,-0.34372459238846576,0.6202335428324801
2431,600481,1,-0.30117390416800544,1.0114845518042301
2431,2573,0,-0.217342734849503,1.7931235280292217
2431,2247,0,-0.3228023740182356,0.8961692658270145
2431,895,0,-0.18960269300853383,2.047989770678128
2431,2686,1,-0.30756054775333086,1.0243211406757042
2431,601118,0,-0.3232935195460983,0.7986879393552019
2431,600178,1,-0.3057515537801584,0.9619494102966342
2431,600598,1,-0.2717230030664942,1.3414289892601028
2431,2405,0,-0.11966744642408929,2.868998215216993
2431,600647,0,-0.1273747380283434,2.8035126062674878
2431,601588,1,-0.34256477859672935,0.6303026827079917
2431,2651,0,-0.30869767235167467,1.1960438964738234
2431,600801,1,-0.3110274233584685,0.9196261482693704
2431,2451,0,-0.2949177180081921,1.1277476329989473
2431,761,0,-0.35646538527471877,0.5253845978001652
2431,300480,0,-0.4167578474054706,-0.056266827226329474
2431,708,0,-0.30632995789836903,1.1627019539709427
2431,2333,1,-0.3222459376679328,0.8057839332626456
2431,603268,0,0.013774855439074146,3.663864275476888
2431,928,0,-0.2214927189317054,1.5871103706048901
2431,603686,0,0.8457244094251001,2.131937067892691
2431,300161,1,-0.21824105200690483,2.419078429320642
2431,791,0,-0.29497911277607713,1.0561785277509268
2431,300267,0,-0.23828958006316092,1.6031266577161047
2431,300238,0,-0.0347675659302562,3.451434768853012
2431,600808,0,-0.3594022135035106,0.4765851434912091
2431,300184,1,-0.3257723168298683,1.3847187554700304
2431,601933,1,-0.35440647041099727,0.5188325514402665
2431,626,0,-0.36765278063307566,0.8558209830091491
2431,600260,0,-0.2677225943266923,1.3535463462766382
2431,600068,0,-0.318111658853574,0.8573757869713605
2431,600432,0,-0.24203442118784071,1.6173898166472485
2431,736,1,-0.2720172035087112,1.2747522924314263
2431,600230,1,-0.3018167273510195,1.0090317267326705
2431,878,0,-0.3067912052378161,1.527012423736062
2431,600297,0,-0.28575238148545057,1.1458062262598026
2431,600162,1,-0.35143649076578515,0.5243041262052487
2431,600489,1,-0.3151456737236656,0.8742685008080132
2431,601919,0,-0.31711258334822656,0.8905822676408152
2431,995,0,-0.1877484480583359,1.783498866860424
2431,600583,1,-0.2929381431993062,1.0908347908014235
2431,2168,1,-0.2715032677067094,1.2593211192713438
2431,717,0,-0.34763123417612923,0.5787130638896085
2431,826,1,-0.027549902475441666,3.530133727995763
2431,639,1,-0.22392498965409777,1.7484671561002452
2431,585,0,-0.3514305518898368,0.537481657899488
2431,881,0,-0.3176656028226067,1.025339607053994
2431,620,1,-0.30419018128607583,0.9618970554010938
2431,923,0,-0.1734736477614329,2.1248628938088063
2431,2556,0,-0.295142807270885,1.0677160003907176
2431,2141,0,-0.3456845852673768,0.6028188673969694
2431,600787,0,-0.28251466917287454,1.1894486182205186
2431,338,1,-0.25691944870723005,1.4321789906970048
2431,600019,0,-0.34038514825549404,0.589996132699737
2431,2677,1,-0.31662971641443094,0.9645204058527649
2431,603819,0,0,0
2431,601111,1,-0.28918025988719553,1.0538210374910242
2431,600697,1,-0.0927568845028684,2.9498306759428092
2431,600350,1,-0.3329409745506163,0.7223403165803907
906,601636,0,-0.3801222559943106,0.36816020352008577
906,603300,0,-0.34228561129237545,0.8054541458350525
906,2597,0,-0.3559545251405751,0.6475469389486367
906,877,0,-0.35390332394031454,0.668882328155075
906,600569,0,-0.38795514787544966,0.27636077665544573
906,2636,1,-0.3761404218735286,0.7503086862842663
906,600520,1,-0.31871476766912393,1.074884055484029
906,300344,0,-0.3504513705560975,0.7130140554146849
906,300323,1,-0.3682223330052398,0.4207344813568394
906,2307,0,-0.33273196072099676,0.9121179711240492
906,550,0,-0.2319932072134294,1.8813146795157267
906,910,0,-0.30214000554107817,1.2730656669034532
906,659,0,-0.3826311929694808,0.31360320543490017
906,517,0,-0.37816013467372034,0.3866866934580085
906,2391,0,-0.3191306111916858,0.936748749889308
906,600197,0,-0.3467622704970483,0.7126074049839478
906,2461,0,-0.32231943144260367,1.073374162339876
906,858,0,-0.330138203270338,0.9182755105395833
906,601233,0,-0.31981436468788205,1.0948179118675574
906,603789,0,0.8482998242121056,2.247065359726889
906,600209,0,-0.36348402672635277,0.548139695148568
906,55,1,-0.3647920520674865,0.5454176970134016
906,651,0,-0.29786195992636044,1.3154750654399814
906,600817,0,-0.3674591722185382,0.7727984093034015
906,837,0,-0.32676446624757666,0.9118500763426712
906,600537,0,-0.3702655488758876,0.4861288589890472
906,498,0,-0.36688844155315925,0.5220167255100435
906,709,0,-0.3858281190666437,0.19856307085299735
906,300306,1,-0.3064668265889083,1.0493445881130727
906,600231,0,-0.3929204312717858,0.20969328454102706
906,603528,0,0,0
906,2329,1,-0.3394425397555611,0.8404784303917836
906,2198,0,-0.3552045127983075,0.636362467606874
906,601800,0,-0.32593123011401126,0.9853480983892418
906,600779,0,-0.35572581367811185,0.6303065778661521
906,601225,1,-0.37645207070358644,0.4083680330082348
906,600481,0,-0.35235471999103657,0.6889407801587629
906,2573,0,-0.29688659631705333,1.3243913175786752
906,2247,0,-0.3690005826592171,0.6626031060932526
906,895,0,-0.2995833932384666,1.2865006273878308
906,2686,0,-0.3351776913331857,0.8316128161716246
906,601118,0,-0.3620524230655692,0.5763485814287463
906,600178,0,-0.35059251483880144,0.7044165690263696
906,600598,0,-0.3243260491182405,0.9381116314530211
906,2405,0,-0.30152805186266074,1.2816577703813783
906,600647,0,-0.2890041703629091,1.425153632321189
906,601588,0,-0.37806412019180247,0.39078183192239463
906,2651,0,-0.35120941273595896,0.5365672833153816
906,600801,0,-0.3548763937312775,0.659271546105216
906,2451,0,-0.3460436597133253,0.7673716418130426
906,761,0,-0.3738968035203916,0.43893516234378605
906,300480,0,-0.26397078700414733,1.695862616445733
906,708,0,-0.3908883415979386,0.6288860243428978
906,2333,0,-0.3608040495406333,0.5631823234630184
906,603268,0,-0.23617290860909027,1.3396949785181362
906,928,0,-0.3092676839035179,1.1875265229357208
906,603686,0,-0.2874979948237661,1.119100239388188
906,300161,1,-0.28974826739140036,1.2662784560133526
906,791,0,-0.33718038009588935,0.8289051543268601
906,300267,0,-0.3340945045999134,0.7124977459925436
906,300238,0,-0.20558216128583992,2.372445361439678
906,600808,0,-0.3869316306267736,0.2881226789965523
906,300184,1,-0.40002994795531904,0.5186775799942758
906,601933,0,-0.3748283309655717,0.42810804159697924
906,626,0,-0.3290366943073951,1.438363283817587
906,600260,0,-0.3481648073333597,0.7394162055838186
906,600068,0,-0.3601278087037752,0.5943801773761612
906,600432,0,-0.35971678367727566,0.8266915810959239
906,736,0,-0.33313401205085647,0.7842996612746609
906,600230,0,-0.3522530056264348,0.6914359563315992
906,878,0,-0.32238310443821966,0.7286347875511652
906,600297,0,-0.343724535083593,0.8322809587828552
906,600162,0,-0.38194354319710916,0.3466225932936896
906,600489,0,-0.3575767503059861,0.47051816609564645
906,601919,0,-0.37053173228655695,0.6313028858843797
906,995,0,-0.3373235514305115,0.8696723767278924
906,600583,0,-0.3484912965224152,0.7233349950824399
906,2168,0,-0.3439557031391878,0.8077862603652163
906,717,0,-0.3674900078298381,0.5137748866080366
906,826,0,-0.230221538824698,1.6353907546897681
906,639,0,-0.3186214210353641,1.0886754098917844
906,585,0,-0.37229766343771414,0.45799852835828914
906,881,0,-0.3919102586638826,0.5275278895951016
906,620,0,-0.3494517038597888,0.6815585200506329
906,923,0,-0.2960398602828026,1.38554964083168
906,2556,0,-0.3506314154384298,0.71036801889296
906,2141,0,-0.37975889273860336,0.3718534886713602
906,600787,0,-0.34248163489609507,0.7944612945682074
906,338,0,-0.3482084549933321,0.7317594872186486
906,600019,0,-0.370103460303094,0.47823562133950237
906,2677,0,-0.3547914250451889,0.8896233885620171
906,603819,0,0,0
906,601111,0,-0.3570840383374016,0.6284436328718812
906,600697,0,-0.2783173950867419,1.134480719208123
906,600350,0,-0.3708516326580918,0.473429200092135
601636,603300,0,0.11864696745030288,2.1510052562479594
601636,2597,0,0.15509622249512184,2.41719247760439
601636,877,1,0.17888571126721017,2.499201653929352
601636,600569,0,-0.1837859288977432,0.9190219529554605
601636,2636,1,0.11279871896322947,2.7016823333850586
601636,600520,0,0.5614124459528087,4.035998252991685
601636,300344,1,0.2942096733633525,3.0444641446908145
601636,300323,0,-0.006643465757372113,1.6688660947969893
601636,2307,0,0.38009173219875236,3.4200409553967765
601636,550,1,1.6571278892227632,8.410205560503838
601636,910,0,0.38178904835779076,3.4303023351352357
601636,659,0,-0.14765374971270762,1.1755108848940716
601636,517,0,-0.08810859221166853,1.3734036796138207
601636,2391,1,0.49213783858249666,3.8445849919102097
601636,600197,1,0.238848863377539,2.749083922676231
601636,2461,1,0.44566971930571325,3.5148911073184737
601636,858,1,0.8577528442567295,5.225363146764103
601636,601233,0,0.420449088035983,3.5227645610890064
601636,603789,0,1.6585875051574237,8.653672578355218
601636,600209,1,0.3437969780399356,2.703460620256557
601636,55,1,0.18724714038830195,2.5751772376018094
601636,651,1,0.6650295167758006,4.451238466982556
601636,600817,0,0.5284386026559544,3.063978385233457
601636,837,0,0.34769868372097207,3.219232460926446
601636,600537,1,0.015621959366787095,1.8625558203105512
601636,498,0,-0.010978971496976091,1.6689581057957497
601636,709,0,-0.19560362688207106,0.9793349773160823
601636,300306,0,0.6932761234691825,4.83022703962776
601636,600231,1,-0.24673533232248512,0.6581903121654218
601636,603528,0,0,0
601636,2329,0,0.1423076407734566,2.480458159507238
601636,2198,1,0.18815575969512033,2.5716534358118235
601636,601800,0,0.4475245250380068,3.579223159998318
601636,600779,0,0.1451033033406142,2.317296116608698
601636,601225,1,0.014365928318728377,1.8084774913653787
601636,600481,0,0.09868096136806144,2.1378619013662643
601636,2573,0,0.5636772947395287,4.153233353235162
601636,2247,0,0.09505494388096723,2.251045328946116
601636,895,0,0.7634782664236827,4.822401815973346
601636,2686,0,0.17598861029332047,2.6242276966736497
601636,601118,1,0.08811152539268996,2.127870563930906
601636,600178,0,0.12436280077329515,2.2631974852136034
601636,600598,0,0.3882040686817842,3.4527863081820724
601636,2405,0,0.7623544588763747,4.766958790387107
601636,600647,0,0.9887695397123355,6.146014685301341
601636,601588,0,-0.09007572579407051,1.3108913838116052
601636,2651,0,0.1168306119113345,2.5167190093127068
601636,600801,1,0.20701294470702705,2.5399362630880424
601636,2451,0,0.15572786624569054,2.622086461688035
601636,761,0,-0.062360921722616335,1.4829210776072617
601636,300480,0,0.5203772144895025,3.749374546756656
601636,708,0,0.24566970104917665,2.5637889378566103
601636,2333,1,0.018609896803234115,1.8083687476427797
